DATE,TIME,PARTICULATE_(terukur),PARTICULATE_(terkoreksi),SO2_(terukur),SO2_(terkoreksi),NOX_(terukur),NOX_(terkoreksi),CO_(terukur),CO_(terkoreksi),O2_(terukur),O2_(terkoreksi),FLOWRATE_(terukur),FLOWRATE_(terkoreksi),DATETIME
2025-05-27,7:00:00,53.7,53.7,31.21,31.21,210.77,210.77,1308.72,1308.72,11,11,3.76,95.85,2025-05-27 7:00:00
2025-05-27,8:00:00,52.73,52.73,30.83,30.83,208.29,208.29,1420.25,1420.25,11,11,7.1,180.95,2025-05-27 8:00:00
2025-05-27,9:00:00,47.47,47.47,31.37,31.37,212.09,212.09,1463.13,1463.13,11.08,11.08,4.41,112.35,2025-05-27 9:00:00
2025-05-27,10:00:00,51.66,51.66,31.32,31.32,212.9,212.9,1346.96,1346.96,11,11,11.09,282.91,2025-05-27 10:00:00
2025-05-27,11:00:00,51.62,51.62,31.46,31.46,209.67,209.67,1414.13,1414.13,11,11,10.95,279.28,2025-05-27 11:00:00
2025-05-27,12:00:00,51,51,31.36,31.36,208.19,208.19,1585.79,1585.79,11,11,10.14,258.51,2025-05-27 12:00:00
2025-05-27,13:00:00,56.79,56.79,31.28,31.28,219.45,219.45,1471.8,1471.8,11,11,10.64,271.2,2025-05-27 13:00:00
2025-05-27,14:00:00,51.54,51.54,31.27,31.27,215.23,215.23,1425.44,1425.44,11,11,5.93,151.28,2025-05-27 14:00:00
2025-05-27,15:00:00,38.03,38.03,30.85,30.85,202.71,202.71,1519.65,1519.65,11,11,2.01,51.24,2025-05-27 15:00:00
2025-05-27,16:00:00,42.61,42.61,31.18,31.18,205.36,205.36,1462.32,1462.32,11,11,2.01,51.2,2025-05-27 16:00:00
2025-05-27,17:00:00,64.14,64.14,31.13,31.13,195.16,195.16,1800.72,1800.72,11,11,5.79,147.6,2025-05-27 17:00:00
2025-05-27,18:00:00,69.52,69.52,31.23,31.23,204.05,204.05,1704.64,1704.64,11,11,3.2,81.62,2025-05-27 18:00:00
2025-05-27,19:00:00,63.11,63.11,30.98,30.98,201.97,201.97,1924.64,1924.64,11,11,2.01,51.24,2025-05-27 19:00:00
2025-05-27,20:00:00,68.54,68.54,31.34,31.34,205.2,205.2,1609.55,1609.55,11,11,2.98,75.99,2025-05-27 20:00:00
2025-05-27,21:00:00,51.7,51.7,31.25,31.25,205.44,205.44,1425.11,1425.11,11,11,5.66,144.4,2025-05-27 21:00:00
2025-05-27,22:00:00,45.77,45.77,31.16,31.16,203.83,203.83,1721.28,1721.28,11,11,2.52,64.36,2025-05-27 22:00:00
2025-05-27,23:00:00,59.5,59.5,31.46,31.46,203.15,203.15,1747.01,1747.01,11.04,11.04,2,51,2025-05-27 23:00:00
2025-05-28,0:00:00,65.37,65.37,31.23,31.23,200.39,200.39,1547.5,1547.5,11,11,2,51.03,2025-05-28 0:00:00
2025-05-28,1:00:00,63.45,63.45,31.71,31.71,201.24,201.24,1386.3,1386.3,11.02,11.02,2,51.03,2025-05-28 1:00:00
2025-05-28,2:00:00,61.51,61.51,31.37,31.37,198.45,198.45,1456.34,1456.34,11,11,3.92,99.89,2025-05-28 2:00:00
2025-05-28,3:00:00,78.26,78.26,31.66,31.66,199.67,199.67,1370.25,1370.25,11,11,14.36,366.24,2025-05-28 3:00:00
2025-05-28,4:00:00,85.26,85.26,26.35,26.35,210.12,210.12,1681.95,1681.95,9.05,9.05,7.86,200.43,2025-05-28 4:00:00
2025-05-28,5:00:00,87.27,87.27,26.16,26.16,212.51,212.51,1676.16,1676.16,8.99,8.99,2,51,2025-05-28 5:00:00
2025-05-28,6:00:00,68.45,68.45,26.57,26.57,223.27,223.27,1375.12,1375.12,9,9,2,51,2025-05-28 6:00:00
2025-05-28,7:00:00,67.44,67.44,26.94,26.94,224.05,224.05,1403.44,1403.44,9.01,9.01,2,51,2025-05-28 7:00:00
2025-05-28,8:00:00,57.37,57.37,26.63,26.63,231.1,231.1,1336.85,1336.85,9,9,2.98,76.03,2025-05-28 8:00:00
2025-05-28,9:00:00,64.84,64.84,26.88,26.88,248.39,248.39,1266.29,1266.29,9.05,9.05,4.45,113.54,2025-05-28 9:00:00
2025-05-28,10:00:00,78.58,78.58,27.11,27.11,241.71,241.71,1395.46,1395.46,9.11,9.11,4.74,120.8,2025-05-28 10:00:00
2025-05-28,11:00:00,78.31,78.31,26.99,26.99,243.76,243.76,1406.18,1406.18,9.03,9.03,5.21,132.95,2025-05-28 11:00:00
2025-05-28,12:00:00,95.78,95.78,26.66,26.66,242.54,242.54,1652.05,1652.05,8.9,8.9,5.3,135.08,2025-05-28 12:00:00
2025-05-28,13:00:00,71.18,71.18,26.79,26.79,377.08,377.08,1111.99,1111.99,9.15,9.15,6.67,170.2,2025-05-28 13:00:00
2025-05-28,14:00:00,69.11,69.11,27.69,27.69,372.47,372.47,1101.07,1101.07,9.41,9.41,7.03,179.26,2025-05-28 14:00:00
2025-05-28,15:00:00,105,105,29.94,29.94,254.15,254.15,1136.6,1136.6,10.13,10.13,7.71,196.71,2025-05-28 15:00:00
2025-05-28,16:00:00,105,105,28.05,28.05,257.21,257.21,1347.8,1347.8,9.04,9.04,7.51,191.5,2025-05-28 16:00:00
2025-05-28,17:00:00,105,105,28.73,28.73,239.9,239.9,1785.41,1785.41,9.64,9.64,2.04,51.99,2025-05-28 17:00:00
2025-05-28,18:00:00,98.81,98.81,32.58,32.58,253.94,253.94,1465.92,1465.92,11.24,11.24,2,51.08,2025-05-28 18:00:00
2025-05-28,19:00:00,70.48,17.6,32.67,8.08,257.39,57.74,1131.86,243.49,11.36,3.34,2.01,12.12,2025-05-28 19:00:00
2025-05-28,20:00:00,66.77,1,32.05,1,226.32,1,1460.66,1,11.01,1,2,1,2025-05-28 20:00:00
2025-05-28,21:00:00,57.6,1,31.61,1,217.17,1,1667.22,1,11,1,2,1,2025-05-28 21:00:00
2025-05-28,22:00:00,48.48,1,31.49,1,212.78,1,1791.79,1,11,1,2.01,1,2025-05-28 22:00:00
2025-05-28,23:00:00,87.13,57.64,31.23,19.59,211.49,130.61,1776.46,1061.35,11,7.15,2.01,31.75,2025-05-28 23:00:00
2025-05-29,0:00:00,105,105,31.73,31.73,224.61,224.61,1624.6,1624.6,11,11,2.8,71.49,2025-05-29 0:00:00
2025-05-29,1:00:00,93.79,93.79,31.85,31.85,224.85,224.85,1571.37,1571.37,11,11,10.52,268.28,2025-05-29 1:00:00
2025-05-29,2:00:00,56.76,56.76,26.89,26.89,224.18,224.18,1627.79,1627.79,11,11,15.63,398.47,2025-05-29 2:00:00
2025-05-29,3:00:00,62.75,62.75,16.43,16.43,230.6,230.6,1590.39,1590.39,11,11,10.65,271.57,2025-05-29 3:00:00
2025-05-29,4:00:00,69.34,69.34,27.66,27.66,241.44,241.44,1588.69,1588.69,11.21,11.21,12.18,310.52,2025-05-29 4:00:00
2025-05-29,5:00:00,65.14,65.14,26.49,26.49,239.01,239.01,1639.16,1639.16,11,11,10.9,277.88,2025-05-29 5:00:00
2025-05-29,6:00:00,70.61,70.61,29.56,29.56,229.3,229.3,1738.41,1738.41,10.56,10.56,8.75,223.2,2025-05-29 6:00:00
2025-05-29,7:00:00,103.79,103.79,16.77,16.77,226.52,226.52,1588.28,1588.28,10.73,10.73,2,51.03,2025-05-29 7:00:00
2025-05-29,8:00:00,66.14,66.14,28.4,28.4,230.31,230.31,1515.03,1515.03,11,11,3.74,95.35,2025-05-29 8:00:00
2025-05-29,9:00:00,45.14,45.14,25.44,25.44,247.27,247.27,1277.5,1277.5,11.72,11.72,2,51.01,2025-05-29 9:00:00
2025-05-29,10:00:00,11.61,11.61,39.88,39.88,307.6,307.6,937.78,937.78,13.14,13.14,2.82,71.91,2025-05-29 10:00:00
2025-05-29,11:00:00,11.06,11.06,43.05,43.05,314.1,314.1,802.79,802.79,13.72,13.72,2.14,54.58,2025-05-29 11:00:00
2025-05-29,12:00:00,99.06,58.39,45.31,23.46,210.72,169.57,2884.94,1169.17,14.19,8.2,4.21,72.45,2025-05-29 12:00:00
2025-05-29,13:00:00,100.04,100.04,31.32,31.32,239.36,239.36,1242.04,1242.04,10.76,10.76,6.96,177.37,2025-05-29 13:00:00
2025-05-29,14:00:00,105,105,29.83,29.83,309.95,309.95,1118.89,1118.89,9.96,9.96,8.12,207.06,2025-05-29 14:00:00
2025-05-29,15:00:00,94.58,94.58,32.64,32.64,262.76,262.76,1163.47,1163.47,11.12,11.12,6.56,167.27,2025-05-29 15:00:00
2025-05-29,16:00:00,50.35,50.35,32.28,32.28,263.58,263.58,1347.57,1347.57,11.04,11.04,11.54,294.34,2025-05-29 16:00:00
2025-05-29,17:00:00,49.71,49.71,32.47,32.47,279.13,279.13,1274.32,1274.32,11.03,11.03,4.25,108.31,2025-05-29 17:00:00
2025-05-29,18:00:00,52.24,52.24,32.2,32.2,293.28,293.28,1454.55,1454.55,11.08,11.08,2.02,51.6,2025-05-29 18:00:00
2025-05-29,19:00:00,51.73,51.73,32.03,32.03,277.22,277.22,1437.31,1437.31,11,11,2.01,51.36,2025-05-29 19:00:00
2025-05-29,20:00:00,54.59,54.59,31.4,31.4,261.47,261.47,1448.45,1448.45,10.71,10.71,2,51.1,2025-05-29 20:00:00
2025-05-29,21:00:00,55.91,55.91,31.72,31.72,249.79,249.79,1413.66,1413.66,11,11,2,51.12,2025-05-29 21:00:00
2025-05-29,22:00:00,49.57,49.57,31.77,31.77,236.98,236.98,1740.65,1740.65,11.03,11.03,3.34,85.16,2025-05-29 22:00:00
2025-05-29,23:00:00,47.88,47.88,32.18,32.18,257.83,257.83,1682.56,1682.56,11.14,11.14,7.39,188.52,2025-05-29 23:00:00
2025-05-30,0:00:00,58.1,58.1,19.19,19.19,212.75,212.75,1864.74,1864.74,11.14,11.14,3.95,100.64,2025-05-30 0:00:00
2025-05-30,1:00:00,69.89,69.89,24.69,24.69,258.95,258.95,1711.93,1711.93,10.13,10.13,2.02,51.6,2025-05-30 1:00:00
2025-05-30,2:00:00,77.61,77.61,20.12,20.12,288.47,288.47,1391.36,1391.36,9,9,2.02,51.63,2025-05-30 2:00:00
2025-05-30,3:00:00,65.31,65.31,14.39,14.39,286.53,286.53,1433.73,1433.73,9,9,7.19,183.27,2025-05-30 3:00:00
2025-05-30,4:00:00,69.52,69.52,14.17,14.17,283.75,283.75,1355.05,1355.05,8.98,8.98,7.95,202.69,2025-05-30 4:00:00
2025-05-30,5:00:00,79.65,79.65,20.33,20.33,266.51,266.51,1542.13,1542.13,8.94,8.94,2,51.1,2025-05-30 5:00:00
2025-05-30,6:00:00,72.49,72.49,6.58,6.58,269.06,269.06,1677.3,1677.3,8.11,8.11,3.25,82.76,2025-05-30 6:00:00
2025-05-30,7:00:00,93.28,93.28,7.54,7.54,292.07,292.07,1291.74,1291.74,8.65,8.65,5.97,152.2,2025-05-30 7:00:00
2025-05-30,8:00:00,104.97,104.97,10.65,10.65,287.74,287.74,1272.26,1272.26,9.09,9.09,8.13,207.2,2025-05-30 8:00:00
2025-05-30,9:00:00,95.93,95.93,26.56,26.56,293.82,293.82,1374.96,1374.96,9.03,9.03,9.27,236.37,2025-05-30 9:00:00
2025-05-30,10:00:00,82.43,82.43,21.55,21.55,290.23,290.23,1530.91,1530.91,9,9,10.61,270.58,2025-05-30 10:00:00
2025-05-30,11:00:00,78.76,78.76,3,3,308.34,308.34,1393.56,1393.56,9,9,10.42,265.82,2025-05-30 11:00:00
2025-05-30,12:00:00,85.81,85.81,3,3,313.17,313.17,1384.86,1384.86,9,9,9.39,239.52,2025-05-30 12:00:00
2025-05-30,13:00:00,86.67,86.67,3,3,325.62,325.62,1228.88,1228.88,9,9,8.77,223.58,2025-05-30 13:00:00
2025-05-30,14:00:00,97.75,97.75,10.62,10.62,304.8,304.8,1250.23,1250.23,9.46,9.46,7.36,187.63,2025-05-30 14:00:00
2025-05-30,15:00:00,94.39,94.39,31.88,31.88,292.19,292.19,1191.32,1191.32,11,11,10.3,262.69,2025-05-30 15:00:00
2025-05-30,16:00:00,81.03,81.03,31.91,31.91,316.85,316.85,1194.73,1194.73,11.04,11.04,13.18,336.13,2025-05-30 16:00:00
2025-05-30,17:00:00,81.62,79.08,32.37,31.17,302.24,290.76,1088.42,1044.42,11.05,10.66,10.64,262.65,2025-05-30 17:00:00
2025-05-30,18:00:00,84.25,1,31.62,1,294.68,1,1251.61,1,11,1,7.03,1,2025-05-30 18:00:00
2025-05-30,19:00:00,54.15,1,31.39,1,308.26,1,1271.73,1,11,1,3,1,2025-05-30 19:00:00
2025-05-30,20:00:00,50.78,1,31.62,1,306.16,1,1266.25,1,11.03,1,4.16,1,2025-05-30 20:00:00
2025-05-30,21:00:00,47.75,1,31.89,1,275.19,1,1466.4,1,11.13,1,2.12,1,2025-05-30 21:00:00
2025-05-30,22:00:00,43.75,10.24,31.33,5.46,258.57,38.2,1582.95,265.99,11,2.49,2.11,8.87,2025-05-30 22:00:00
2025-05-30,23:00:00,101.57,101.57,12.39,12.39,293.54,293.54,1371.63,1371.63,9.34,9.34,2.06,52.61,2025-05-30 23:00:00
2025-05-31,0:00:00,100.82,100.82,3,3,285.22,285.22,2308.57,2308.57,8.04,8.04,3.75,95.62,2025-05-31 0:00:00
2025-05-31,1:00:00,104.42,104.42,11.41,11.41,323.03,323.03,1444.72,1444.72,9.23,9.23,12.44,317.34,2025-05-31 1:00:00
2025-05-31,2:00:00,104.33,104.33,12.86,12.86,289.46,289.46,1249.52,1249.52,11.19,11.19,5.88,149.86,2025-05-31 2:00:00
2025-05-31,3:00:00,81.12,81.12,32.44,32.44,294.32,294.32,1340.06,1340.06,11.1,11.1,2.25,57.35,2025-05-31 3:00:00
2025-05-31,4:00:00,64.95,64.95,15.97,15.97,276.99,276.99,1370.78,1370.78,11.12,11.12,2.25,57.42,2025-05-31 4:00:00
2025-05-31,5:00:00,72.69,72.69,32.44,32.44,277.82,277.82,1602.68,1602.68,11.01,11.01,5.21,132.8,2025-05-31 5:00:00
2025-05-31,6:00:00,73.39,73.39,32.23,32.23,276.64,276.64,1484.08,1484.08,11.01,11.01,9.3,237.18,2025-05-31 6:00:00
2025-05-31,7:00:00,52.54,52.54,32.4,32.4,276.79,276.79,1432.36,1432.36,11,11,13.89,354.26,2025-05-31 7:00:00
2025-05-31,8:00:00,48.46,48.46,12.61,12.61,278.19,278.19,1345.9,1345.9,11.01,11.01,14.75,376.16,2025-05-31 8:00:00
2025-05-31,9:00:00,58.69,58.69,30.29,30.29,292.97,292.97,1548.57,1548.57,11.17,11.17,13.99,356.62,2025-05-31 9:00:00
2025-05-31,10:00:00,58.16,58.16,31.97,31.97,257.94,257.94,1989.49,1989.49,11.05,11.05,12.18,310.66,2025-05-31 10:00:00
2025-05-31,11:00:00,63.55,63.55,31.67,31.67,273.8,273.8,1664.74,1664.74,11,11,10.99,280.35,2025-05-31 11:00:00
2025-05-31,12:00:00,60.21,60.21,31.6,31.6,287.67,287.67,1573.33,1573.33,11.02,11.02,10,254.99,2025-05-31 12:00:00
2025-05-31,13:00:00,50.88,50.88,31.66,31.66,267.42,267.42,1650.8,1650.8,11,11,9.24,235.59,2025-05-31 13:00:00
2025-05-31,14:00:00,55.35,55.35,32.11,32.11,281.25,281.25,1553.16,1553.16,11,11,4.76,121.5,2025-05-31 14:00:00
2025-05-31,15:00:00,47.91,47.91,32.36,32.36,276.58,276.58,1485.15,1485.15,11.04,11.04,2.98,76.07,2025-05-31 15:00:00
2025-05-31,16:00:00,50.74,50.74,32.44,32.44,265.29,265.29,1518.59,1518.59,11.03,11.03,2.98,75.95,2025-05-31 16:00:00
2025-05-31,17:00:00,82.59,82.59,32.58,32.58,260.19,260.19,1499.81,1499.81,11.02,11.02,4.02,102.64,2025-05-31 17:00:00
2025-05-31,18:00:00,86.71,86.71,32.29,32.29,266.99,266.99,1578.61,1578.61,11.02,11.02,2.4,61.1,2025-05-31 18:00:00
2025-05-31,19:00:00,70.95,70.95,31.94,31.94,264.61,264.61,1600.28,1600.28,11,11,2.1,53.44,2025-05-31 19:00:00
2025-05-31,20:00:00,91.36,4.59,32.26,2.52,263.39,14.08,1647.32,76.81,11,1.49,2.71,5.77,2025-05-31 20:00:00
2025-05-31,21:00:00,91.2,1,32.2,1,252.88,1,1745.66,1,11,1,2.02,1,2025-05-31 21:00:00
2025-05-31,22:00:00,90.26,5.93,32.01,2.58,253.44,13.45,1834.4,111.45,11,1.51,2.04,3.56,2025-05-31 22:00:00
2025-05-31,23:00:00,81.57,22.94,31.91,8.11,252.37,60.53,1843.21,471.04,11,3.29,2.1,13.22,2025-05-31 23:00:00
2025-06-01,0:00:00,95.07,95.07,13.56,13.56,256.3,256.3,1701.07,1701.07,11,11,7.4,188.65,2025-06-01 0:00:00
2025-06-01,1:00:00,68.39,68.39,32.96,32.96,258.19,258.19,1873.31,1873.31,11.22,11.22,2.5,63.77,2025-06-01 1:00:00
2025-06-01,2:00:00,65.75,65.75,32.89,32.89,251.65,251.65,1697.04,1697.04,11.26,11.26,7.17,182.96,2025-06-01 2:00:00
2025-06-01,3:00:00,87.62,87.62,33.21,33.21,253.66,253.66,1721.78,1721.78,11.32,11.32,3.37,85.86,2025-06-01 3:00:00
2025-06-01,4:00:00,98.31,98.31,16.71,16.71,253.29,253.29,1474.8,1474.8,11.33,11.33,8.88,226.42,2025-06-01 4:00:00
2025-06-01,5:00:00,105,105,30.03,30.03,267.04,267.04,1520.46,1520.46,11.26,11.26,15.59,397.45,2025-06-01 5:00:00
2025-06-01,6:00:00,95.21,95.21,14.29,14.29,269.64,269.64,1416.01,1416.01,11.09,11.09,13.9,354.51,2025-06-01 6:00:00
2025-06-01,7:00:00,80.82,80.82,32.78,32.78,279.65,279.65,1426.55,1426.55,11.24,11.24,13.59,346.55,2025-06-01 7:00:00
2025-06-01,8:00:00,58.74,58.74,14.14,14.14,272.25,272.25,1622.86,1622.86,11,11,8.5,216.64,2025-06-01 8:00:00
2025-06-01,9:00:00,60.54,60.54,32.05,32.05,285.58,285.58,1827.2,1827.2,11,11,2.63,67,2025-06-01 9:00:00
2025-06-01,10:00:00,58.73,58.73,31.71,31.71,282.64,282.64,1786.4,1786.4,11.04,11.04,6.46,164.71,2025-06-01 10:00:00
2025-06-01,11:00:00,57.22,57.22,12.18,12.18,273.8,273.8,1850.69,1850.69,11,11,10.96,279.44,2025-06-01 11:00:00
2025-06-01,12:00:00,53.7,53.7,28.89,28.89,272.08,272.08,1909.54,1909.54,11,11,14.81,377.74,2025-06-01 12:00:00
2025-06-01,13:00:00,49.11,49.11,16.9,16.9,260.76,260.76,1943.32,1943.32,11,11,11.34,289.26,2025-06-01 13:00:00
2025-06-01,14:00:00,50.36,50.36,23.72,23.72,270.33,270.33,1755.26,1755.26,11,11,9.06,230.97,2025-06-01 14:00:00
2025-06-01,15:00:00,48.78,48.78,21.84,21.84,270.8,270.8,2004.46,2004.46,11,11,6.65,169.5,2025-06-01 15:00:00
2025-06-01,16:00:00,40.17,40.17,17.93,17.93,270.26,270.26,2137.11,2137.11,11,11,2.86,72.84,2025-06-01 16:00:00
2025-06-01,17:00:00,37.9,37.9,27.7,27.7,294.08,294.08,1709.49,1709.49,11.01,11.01,2.39,61.01,2025-06-01 17:00:00
2025-06-01,18:00:00,41.73,41.73,32.23,32.23,281.26,281.26,1477.87,1477.87,11.04,11.04,3.35,85.51,2025-06-01 18:00:00
2025-06-01,19:00:00,54.53,54.53,32.15,32.15,275.24,275.24,1519.19,1519.19,11.02,11.02,6.44,164.19,2025-06-01 19:00:00
2025-06-01,20:00:00,61,61,26.75,26.75,265.21,265.21,1473.75,1473.75,11,11,8.07,205.81,2025-06-01 20:00:00
2025-06-01,21:00:00,77.32,77.32,16.18,16.18,255.28,255.28,1453.63,1453.63,11.01,11.01,4.72,120.28,2025-06-01 21:00:00
2025-06-01,22:00:00,62.41,62.41,29.89,29.89,254.69,254.69,1553.24,1553.24,11,11,2.35,59.82,2025-06-01 22:00:00
2025-06-01,23:00:00,65.4,65.4,17.02,17.02,249.02,249.02,1774.31,1774.31,11,11,2.26,57.69,2025-06-01 23:00:00
2025-06-02,0:00:00,23.31,23.31,31.73,31.73,249.93,249.93,1720.41,1720.41,11.01,11.01,2.23,56.79,2025-06-02 0:00:00
2025-06-02,1:00:00,17.97,17.97,31.78,31.78,255.25,255.25,1457.28,1457.28,11,11,2.15,54.7,2025-06-02 1:00:00
2025-06-02,2:00:00,20.09,20.09,31.64,31.64,246.24,246.24,1566.3,1566.3,11.03,11.03,5.05,128.84,2025-06-02 2:00:00
2025-06-02,3:00:00,31.51,31.51,31.67,31.67,237.83,237.83,1552.74,1552.74,11,11,8.74,222.91,2025-06-02 3:00:00
2025-06-02,4:00:00,40.85,40.85,31.57,31.57,271.08,271.08,1313.31,1313.31,11,11,3.49,89.01,2025-06-02 4:00:00
2025-06-02,5:00:00,27.83,27.83,31.5,31.5,250.51,250.51,1617.46,1617.46,11,11,2.52,64.14,2025-06-02 5:00:00
2025-06-02,6:00:00,33.92,33.92,31.62,31.62,245.79,245.79,1798.49,1798.49,11,11,7.15,182.28,2025-06-02 6:00:00
2025-06-02,7:00:00,69.96,69.96,32.03,32.03,229.67,229.67,1978.77,1978.77,11.06,11.06,8.27,210.88,2025-06-02 7:00:00
2025-06-02,8:00:00,36.24,36.24,30.7,30.7,215.51,215.51,1756.44,1756.44,11.05,11.05,4.35,110.97,2025-06-02 8:00:00
2025-06-02,9:00:00,22.38,22.38,31.96,31.96,215.35,215.35,1554,1554,11.01,11.01,4.05,103.19,2025-06-02 9:00:00
2025-06-02,10:00:00,25.27,25.27,31.86,31.86,223.38,223.38,1705.23,1705.23,11.02,11.02,10.72,273.41,2025-06-02 10:00:00
2025-06-02,11:00:00,43.8,27.84,45.48,28.75,228.67,200.85,1494.14,1366.99,12.65,9.86,8.51,182.6,2025-06-02 11:00:00
2025-06-02,12:00:00,105,1,151.37,1,31.88,1,216.03,1,19,1,3.4,1,2025-06-02 12:00:00
2025-06-02,13:00:00,105,1,137.97,1,29.1,1,138.24,1,19,1,3.31,1,2025-06-02 13:00:00
2025-06-02,14:00:00,105,1,129.52,1,27.64,1,111.49,1,18.77,1,3.61,1,2025-06-02 14:00:00
2025-06-02,15:00:00,101.79,19.59,67.61,9.44,277.04,69.14,184.87,123.37,16.11,3.41,3.03,12.68,2025-06-02 15:00:00
2025-06-02,16:00:00,54.12,54.12,26.66,26.66,222.8,222.8,887.54,887.54,8.81,8.81,9.28,236.58,2025-06-02 16:00:00
2025-06-02,17:00:00,86.39,86.39,32.33,32.33,200.65,200.65,1072.4,1072.4,10.79,10.79,12.53,319.54,2025-06-02 17:00:00
2025-06-02,18:00:00,96.06,96.06,29.04,29.04,230.08,230.08,1060.89,1060.89,9.74,9.74,2.42,61.67,2025-06-02 18:00:00
2025-06-02,19:00:00,79.08,79.08,33.37,33.37,226.44,226.44,1226.78,1226.78,11.44,11.44,2.43,61.91,2025-06-02 19:00:00
2025-06-02,20:00:00,51.59,51.59,32.7,32.7,229.79,229.79,1542.88,1542.88,11.09,11.09,2.55,64.95,2025-06-02 20:00:00
2025-06-02,21:00:00,46.27,46.27,32.03,32.03,228.56,228.56,1732.52,1732.52,11.02,11.02,2.56,65.17,2025-06-02 21:00:00
2025-06-02,22:00:00,39.72,39.72,31.9,31.9,240.07,240.07,1733.68,1733.68,11,11,2.42,61.67,2025-06-02 22:00:00
2025-06-02,23:00:00,36.54,36.54,31.76,31.76,253.31,253.31,1712.45,1712.45,11,11,2.34,59.63,2025-06-02 23:00:00
2025-06-03,0:00:00,36.15,36.15,31.67,31.67,265.56,265.56,1441.67,1441.67,11,11,2.92,74.35,2025-06-03 0:00:00
2025-06-03,1:00:00,35.45,35.45,31.89,31.89,264.59,264.59,1369.26,1369.26,11.02,11.02,4.71,119.98,2025-06-03 1:00:00
2025-06-03,2:00:00,47.73,47.73,23.94,23.94,264.27,264.27,1690.65,1690.65,11,11,5.39,137.45,2025-06-03 2:00:00
2025-06-03,3:00:00,57.82,57.82,31.51,31.51,260.72,260.72,1620.66,1620.66,11,11,5.9,150.36,2025-06-03 3:00:00
2025-06-03,4:00:00,39.3,39.3,28.15,28.15,254.33,254.33,1442.4,1442.4,11.09,11.09,5.06,129.14,2025-06-03 4:00:00
2025-06-03,5:00:00,28.1,28.1,26.24,26.24,213.4,213.4,1781.5,1781.5,11.09,11.09,5.5,140.31,2025-06-03 5:00:00
2025-06-03,6:00:00,34.43,34.43,28.81,28.81,224.3,224.3,1657,1657,11,11,9,229.44,2025-06-03 6:00:00
2025-06-03,7:00:00,40.08,40.08,17.69,17.69,222.07,222.07,2129.98,2129.98,11.05,11.05,7.11,181.35,2025-06-03 7:00:00
2025-06-03,8:00:00,83.66,83.66,3,3,240.26,240.26,2028.7,2028.7,9.02,9.02,6.65,169.52,2025-06-03 8:00:00
2025-06-03,9:00:00,78.97,78.97,3,3,248.04,248.04,2540.66,2540.66,9.02,9.02,9.09,231.76,2025-06-03 9:00:00
2025-06-03,10:00:00,48.11,48.11,3,3,255.09,255.09,2415.6,2415.6,9,9,10.91,278.3,2025-06-03 10:00:00
2025-06-03,11:00:00,51.43,51.43,3,3,260.84,260.84,2382.66,2382.66,9,9,13.83,352.74,2025-06-03 11:00:00
2025-06-03,12:00:00,52.75,52.75,3,3,257.3,257.3,2412.01,2412.01,9,9,11.82,301.35,2025-06-03 12:00:00
2025-06-03,13:00:00,57.64,57.64,3,3,270.21,270.21,1603.07,1603.07,9,9,9.39,239.39,2025-06-03 13:00:00
2025-06-03,14:00:00,41.84,41.84,3,3,285.54,285.54,1372.57,1372.57,9,9,7.53,191.91,2025-06-03 14:00:00
2025-06-03,15:00:00,45.05,45.05,3,3,285.09,285.09,1520.5,1520.5,9,9,2.82,71.93,2025-06-03 15:00:00
2025-06-03,16:00:00,62.13,62.13,5.13,5.13,272.48,272.48,1702.7,1702.7,9.16,9.16,3.53,89.93,2025-06-03 16:00:00
2025-06-03,17:00:00,42.59,42.59,31.84,31.84,255.03,255.03,1673.74,1673.74,11,11,5.02,128,2025-06-03 17:00:00
2025-06-03,18:00:00,28.7,28.7,31.51,31.51,237.69,237.69,2171.15,2171.15,11,11,2.84,72.46,2025-06-03 18:00:00
2025-06-03,19:00:00,43.91,43.91,31.85,31.85,240.59,240.59,2402.18,2402.18,11.02,11.02,2.35,59.96,2025-06-03 19:00:00
2025-06-03,20:00:00,26.42,26.42,31.74,31.74,219.18,219.18,1956.4,1956.4,11.01,11.01,6.54,166.85,2025-06-03 20:00:00
2025-06-03,21:00:00,20.49,20.49,31.36,31.36,205.39,205.39,2064.77,2064.77,11,11,14.28,364.21,2025-06-03 21:00:00
2025-06-03,22:00:00,20.6,20.6,31.23,31.23,219.63,219.63,1872.51,1872.51,11,11,11.33,288.84,2025-06-03 22:00:00
2025-06-03,23:00:00,28.04,28.04,31.12,31.12,221.76,221.76,1840.24,1840.24,11,11,7.18,183.03,2025-06-03 23:00:00
2025-06-04,0:00:00,38.87,38.87,31.08,31.08,208.97,208.97,1639.22,1639.22,11,11,2,51,2025-06-04 0:00:00
2025-06-04,1:00:00,28.36,28.36,30.72,30.72,207.16,207.16,1806.27,1806.27,11,11,2,50.98,2025-06-04 1:00:00
2025-06-04,2:00:00,15.34,15.34,30.61,30.61,203.9,203.9,1601.21,1601.21,11,11,2,50.97,2025-06-04 2:00:00
2025-06-04,3:00:00,14.81,14.81,28.1,28.1,202.92,202.92,1762.6,1762.6,11,11,4.86,124.06,2025-06-04 3:00:00
2025-06-04,4:00:00,17.27,17.27,30.09,30.09,214.4,214.4,1729.19,1729.19,11,11,7.41,188.93,2025-06-04 4:00:00
